Stock_ID,Date,Product_ID,Opening_Stock,Received,Sold,Adjustments,Closing_Stock
63,2025-01-01,165,16,0,0,0,16
64,2025-01-01,166,55,0,1,0,54
65,2025-01-01,167,56,0,2,0,54
66,2025-01-01,168,33,0,1,0,32
67,2025-01-01,169,15,0,0,0,15
68,2025-01-01,170,64,0,1,0,63
69,2025-01-02,101,29,0,1,0,28
70,2025-01-02,102,0,0,0,0,0
71,2025-01-02,103,0,0,0,0,0
72,2025-01-02,104,31,0,0,0,31
73,2025-01-02,105,25,0,0,0,25
74,2025-01-02,106,57,0,1,0,56
75,2025-01-02,108,16,0,0,0,16
76,2025-01-02,109,31,0,2,0,29
77,2025-01-02,110,51,0,0,0,51
78,2025-01-02,112,66,0,1,0,65
79,2025-01-02,113,0,0,0,0,0
80,2025-01-02,114,13,0,1,0,12
81,2025-01-02,115,0,0,0,0,0
82,2025-01-02,116,33,0,0,0,33
83,2025-01-02,117,28,0,0,0,28
84,2025-01-02,118,61,0,2,0,59
85,2025-01-02,119,57,0,2,0,55
86,2025-01-02,120,0,0,0,0,0
87,2025-01-02,121,0,0,0,0,0
88,2025-01-02,122,13,0,0,0,13
89,2025-01-02,123,33,0,1,0,32
90,2025-01-02,124,0,0,0,0,0
91,2025-01-02,125,13,0,1,0,12
92,2025-01-02,126,13,0,0,0,13
93,2025-01-02,127,27,0,1,0,26
94,2025-01-02,128,0,0,0,0,0
95,2025-01-02,129,14,0,0,0,14
96,2025-01-02,130,16,0,1,0,15
97,2025-01-02,131,65,0,2,0,63
98,2025-01-02,132,0,0,0,0,0
99,2025-01-02,133,0,0,0,0,0
100,2025-01-02,134,28,0,1,0,27
101,2025-01-02,135,28,0,0,0,28
102,2025-01-02,136,0,0,0,0,0
103,2025-01-02,137,0,0,0,0,0
104,2025-01-02,138,25,0,0,0,25
105,2025-01-02,139,29,0,1,0,28
106,2025-01-02,140,0,0,0,0,0
107,2025-01-02,141,34,0,0,0,34
108,2025-01-02,142,63,0,2,0,61
109,2025-01-02,143,61,0,0,0,61
110,2025-01-02,144,0,0,0,0,0
111,2025-01-02,145,28,0,0,0,28
112,2025-01-02,146,16,0,0,0,16
113,2025-01-02,147,0,0,0,0,0
114,2025-01-02,148,14,0,1,0,13
115,2025-01-02,149,25,0,0,0,25
116,2025-01-02,150,14,0,0,0,14
117,2025-01-02,151,50,0,5,0,45
118,2025-01-02,152,27,0,0,0,27
119,2025-01-02,153,0,0,0,0,0
120,2025-01-02,154,0,0,0,0,0
121,2025-01-02,155,12,0,0,0,12
122,2025-01-02,156,58,0,2,0,56
123,2025-01-02,157,31,0,0,0,31
124,2025-01-02,158,57,0,2,0,55
125,2025-01-02,159,58,0,2,0,56
126,2025-01-02,160,33,0,1,0,32
127,2025-01-02,161,32,0,0,0,32
128,2025-01-02,162,0,0,0,0,0
129,2025-01-02,163,15,0,0,0,15
130,2025-01-02,164,28,0,0,0,28
131,2025-01-02,165,16,0,0,0,16
132,2025-01-02,166,54,0,2,0,52
133,2025-01-02,167,54,0,0,0,54
134,2025-01-02,168,32,0,0,0,32
135,2025-01-02,169,15,0,1,0,14
136,2025-01-02,170,63,0,1,0,62
137,2025-01-03,101,28,0,0,0,28
138,2025-01-03,102,0,0,0,0,0
139,2025-01-03,103,0,0,0,0,0
140,2025-01-03,104,31,0,0,0,31
141,2025-01-03,105,25,0,0,0,25
142,2025-01-03,106,56,0,0,0,56
143,2025-01-03,108,16,0,0,0,16
144,2025-01-03,109,29,0,0,0,29
145,2025-01-03,110,51,0,2,0,49
146,2025-01-03,112,65,0,1,0,64
147,2025-01-03,113,0,0,0,0,0
148,2025-01-03,114,12,0,1,0,11
149,2025-01-03,115,0,0,0,0,0
150,2025-01-03,116,33,0,0,0,33
151,2025-01-03,117,28,0,1,0,27
152,2025-01-03,118,59,0,1,0,58
153,2025-01-03,119,55,0,2,0,53
154,2025-01-03,120,0,0,0,0,0
155,2025-01-03,121,0,0,0,0,0
156,2025-01-03,122,13,0,0,0,13
157,2025-01-03,123,32,0,0,0,32
158,2025-01-03,124,0,0,0,0,0
159,2025-01-03,125,12,0,0,0,12
160,2025-01-03,126,13,0,0,0,13
161,2025-01-03,127,26,0,0,0,26
162,2025-01-03,128,0,0,0,0,0
163,2025-01-03,129,14,0,0,0,14
164,2025-01-03,130,15,0,0,0,15
165,2025-01-03,131,63,0,2,0,61
166,2025-01-03,132,0,0,0,0,0
167,2025-01-03,133,0,0,0,0,0
168,2025-01-03,134,27,0,1,0,26
169,2025-01-03,135,28,0,1,0,27
170,2025-01-03,136,0,0,0,0,0
171,2025-01-03,137,0,0,0,0,0
172,2025-01-03,138,25,0,0,0,25
173,2025-01-03,139,28,0,2,0,26
174,2025-01-03,140,0,0,0,0,0
175,2025-01-03,141,34,0,0,0,34
176,2025-01-03,142,61,0,1,0,60
177,2025-01-03,143,61,0,2,0,59
178,2025-01-03,144,0,0,0,0,0
179,2025-01-03,145,28,0,0,0,28
180,2025-01-03,146,16,0,0,0,16
181,2025-01-03,147,0,0,0,0,0
182,2025-01-03,148,13,0,0,0,13
183,2025-01-03,149,25,0,0,0,25
184,2025-01-03,150,14,0,0,0,14
185,2025-01-03,151,45,0,0,0,45
186,2025-01-03,152,27,0,0,0,27
187,2025-01-03,153,0,0,0,0,0
188,2025-01-03,154,0,0,0,0,0
189,2025-01-03,155,12,0,0,0,12
190,2025-01-03,156,56,0,1,0,55
191,2025-01-03,157,31,0,0,0,31
192,2025-01-03,158,55,0,2,0,53
193,2025-01-03,159,56,0,3,0,53
194,2025-01-03,160,32,0,0,0,32
195,2025-01-03,161,32,0,0,0,32
196,2025-01-03,162,0,0,0,0,0
197,2025-01-03,163,15,0,0,0,15
198,2025-01-03,164,28,0,1,0,27
199,2025-01-03,165,16,0,1,0,15
200,2025-01-03,166,52,0,1,0,51
201,2025-01-03,167,54,0,1,0,53
202,2025-01-03,168,32,0,3,0,29
203,2025-01-03,169,14,0,0,0,14
204,2025-01-03,170,62,0,1,0,61
205,2025-01-04,101,28,0,0,0,28
206,2025-01-04,102,0,0,0,0,0
207,2025-01-04,103,0,0,0,0,0
208,2025-01-04,104,31,0,0,0,31
209,2025-01-04,105,25,0,0,0,25
210,2025-01-04,106,56,0,1,-1,54
211,2025-01-04,108,16,0,0,0,16
212,2025-01-04,109,29,0,1,0,28
213,2025-01-04,110,49,0,0,0,49
214,2025-01-04,112,64,0,1,0,63
215,2025-01-04,113,0,0,0,0,0
216,2025-01-04,114,11,0,0,0,11
217,2025-01-04,115,0,0,0,0,0
218,2025-01-04,116,33,0,2,0,31
219,2025-01-04,117,27,0,1,0,26
220,2025-01-04,118,58,0,1,0,57
221,2025-01-04,119,53,0,0,0,53
222,2025-01-04,120,0,0,0,0,0
223,2025-01-04,121,0,0,0,0,0
224,2025-01-04,122,13,0,0,0,13
225,2025-01-04,123,32,0,1,0,31
226,2025-01-04,124,0,0,0,0,0
227,2025-01-04,125,12,0,1,0,11
228,2025-01-04,126,13,0,0,0,13
229,2025-01-04,127,26,0,0,0,26
230,2025-01-04,128,0,0,0,0,0
231,2025-01-04,129,14,0,0,0,14
232,2025-01-04,130,15,0,0,0,15
233,2025-01-04,131,61,0,3,0,58
234,2025-01-04,132,0,0,0,0,0
235,2025-01-04,133,0,0,0,0,0
236,2025-01-04,134,26,0,1,0,25
237,2025-01-04,135,27,0,1,0,26
238,2025-01-04,136,0,0,0,0,0
239,2025-01-04,137,0,0,0,0,0
240,2025-01-04,138,25,0,0,0,25
241,2025-01-04,139,26,0,0,0,26
242,2025-01-04,140,0,0,0,0,0
243,2025-01-04,141,34,0,0,-1,33
244,2025-01-04,142,60,0,1,0,59
245,2025-01-04,143,59,0,1,0,58
246,2025-01-04,144,0,0,0,0,0
247,2025-01-04,145,28,0,2,0,26
248,2025-01-04,146,16,0,0,0,16
249,2025-01-04,147,0,0,0,0,0
250,2025-01-04,148,13,0,0,0,13
251,2025-01-04,149,25,0,1,0,24
252,2025-01-04,150,14,0,0,0,14
253,2025-01-04,151,45,0,0,0,45
254,2025-01-04,152,27,0,1,0,26
255,2025-01-04,153,0,0,0,0,0
256,2025-01-04,154,0,0,0,0,0
257,2025-01-04,155,12,0,0,0,12
258,2025-01-04,156,55,0,1,0,54
259,2025-01-04,157,31,0,0,0,31
260,2025-01-04,158,53,0,1,0,52
261,2025-01-04,159,53,0,2,0,51
262,2025-01-04,160,32,0,1,0,31
263,2025-01-04,161,32,0,0,0,32
264,2025-01-04,162,0,0,0,0,0
265,2025-01-04,163,15,0,0,0,15
266,2025-01-04,164,27,0,0,0,27
267,2025-01-04,165,15,0,0,0,15
268,2025-01-04,166,51,0,0,0,51
269,2025-01-04,167,53,0,3,0,50
270,2025-01-04,168,29,0,0,0,29
271,2025-01-04,169,14,0,0,0,14
272,2025-01-04,170,61,0,0,-2,59
273,2025-01-05,101,28,0,0,0,28
274,2025-01-05,102,0,0,0,0,0
275,2025-01-05,103,0,0,0,0,0
276,2025-01-05,104,31,0,1,0,30
277,2025-01-05,105,25,0,0,0,25
278,2025-01-05,106,54,0,1,0,53
279,2025-01-05,108,16,0,0,0,16
280,2025-01-05,109,28,0,1,0,27
281,2025-01-05,110,49,0,0,0,49
282,2025-01-05,112,63,0,0,0,63
283,2025-01-05,113,0,0,0,0,0
284,2025-01-05,114,11,0,0,0,11
285,2025-01-05,115,0,0,0,0,0
286,2025-01-05,116,31,0,0,0,31
287,2025-01-05,117,26,0,0,0,26
288,2025-01-05,118,57,0,1,0,56
289,2025-01-05,119,53,0,1,0,52
290,2025-01-05,120,0,0,0,0,0
291,2025-01-05,121,0,0,0,0,0
292,2025-01-05,122,13,0,0,0,13
293,2025-01-05,123,31,0,0,0,31
294,2025-01-05,124,0,0,0,0,0
295,2025-01-05,125,11,0,0,0,11
296,2025-01-05,126,13,0,0,0,13
297,2025-01-05,127,26,0,0,0,26
298,2025-01-05,128,0,0,0,0,0
299,2025-01-05,129,14,0,0,0,14
300,2025-01-05,130,15,0,0,0,15
301,2025-01-05,131,58,0,0,0,58
302,2025-01-05,132,0,0,0,0,0
303,2025-01-05,133,0,0,0,0,0
304,2025-01-05,134,25,0,0,0,25
305,2025-01-05,135,26,0,1,0,25
306,2025-01-05,136,0,0,0,0,0
307,2025-01-05,137,0,0,0,0,0
308,2025-01-05,138,25,0,0,0,25
309,2025-01-05,139,26,0,0,0,26
310,2025-01-05,140,0,0,0,0,0
311,2025-01-05,141,33,0,0,0,33
312,2025-01-05,142,59,0,1,0,58
313,2025-01-05,143,58,0,1,0,57
314,2025-01-05,144,0,0,0,0,0
315,2025-01-05,145,26,0,1,0,25
316,2025-01-05,146,16,0,0,0,16
317,2025-01-05,147,0,0,0,0,0
318,2025-01-05,148,13,0,0,0,13
319,2025-01-05,149,24,0,0,0,24
320,2025-01-05,150,14,0,0,0,14
321,2025-01-05,151,45,0,0,0,45
322,2025-01-05,152,26,0,1,0,25
323,2025-01-05,153,0,0,0,0,0
324,2025-01-05,154,0,0,0,0,0
325,2025-01-05,155,12,0,0,0,12
326,2025-01-05,156,54,0,0,0,54
327,2025-01-05,157,31,0,1,0,30
328,2025-01-05,158,52,0,0,0,52
329,2025-01-05,159,51,0,2,-2,47
330,2025-01-05,160,31,0,1,0,30
331,2025-01-05,161,32,0,2,0,30
332,2025-01-05,162,0,0,0,0,0
333,2025-01-05,163,15,0,0,0,15
334,2025-01-05,164,27,0,0,0,27
335,2025-01-05,165,15,0,0,0,15
336,2025-01-05,166,51,0,0,0,51
337,2025-01-05,167,50,0,2,0,48
338,2025-01-05,168,29,0,2,0,27
339,2025-01-05,169,14,0,0,0,14
340,2025-01-05,170,59,0,0,0,59
341,2025-01-06,101,28,0,0,0,28
342,2025-01-06,102,0,0,0,0,0
343,2025-01-06,103,0,0,0,0,0
344,2025-01-06,104,30,0,2,0,28
345,2025-01-06,105,25,0,0,0,25
346,2025-01-06,106,53,0,2,0,51
347,2025-01-06,108,16,0,1,0,15
348,2025-01-06,109,27,0,0,0,27
349,2025-01-06,110,49,0,0,0,49
350,2025-01-06,112,63,0,1,0,62
351,2025-01-06,113,0,0,0,0,0
352,2025-01-06,114,11,0,0,0,11
353,2025-01-06,115,0,0,0,0,0
354,2025-01-06,116,31,0,0,0,31
355,2025-01-06,117,26,0,0,0,26
356,2025-01-06,118,56,0,0,0,56
357,2025-01-06,119,52,0,3,0,49
358,2025-01-06,120,0,0,0,0,0
359,2025-01-06,121,0,0,0,0,0
360,2025-01-06,122,13,0,1,0,12
361,2025-01-06,123,31,0,0,0,31
362,2025-01-06,124,0,0,0,0,0
363,2025-01-06,125,11,0,0,0,11
364,2025-01-06,126,13,0,1,0,12
365,2025-01-06,127,26,0,0,0,26
366,2025-01-06,128,0,0,0,0,0
367,2025-01-06,129,14,0,0,0,14
368,2025-01-06,130,15,0,0,0,15
369,2025-01-06,131,58,0,0,0,58
370,2025-01-06,132,0,0,0,0,0
371,2025-01-06,133,0,0,0,0,0
372,2025-01-06,134,25,0,0,0,25
373,2025-01-06,135,25,0,1,0,24
374,2025-01-06,136,0,0,0,0,0
375,2025-01-06,137,0,0,0,0,0
376,2025-01-06,138,25,0,0,0,25
377,2025-01-06,139,26,0,1,0,25
378,2025-01-06,140,0,0,0,0,0
379,2025-01-06,141,33,0,0,0,33
380,2025-01-06,142,58,0,0,0,58
381,2025-01-06,143,57,0,5,0,52
382,2025-01-06,144,0,0,0,0,0
383,2025-01-06,145,25,0,0,0,25
384,2025-01-06,146,16,0,2,0,14
385,2025-01-06,147,0,0,0,0,0
386,2025-01-06,148,13,0,0,0,13
387,2025-01-06,149,24,0,0,0,24
388,2025-01-06,150,14,0,0,0,14
389,2025-01-06,151,45,0,3,0,42
390,2025-01-06,152,25,0,0,0,25
391,2025-01-06,153,0,0,0,0,0
392,2025-01-06,154,0,0,0,0,0
393,2025-01-06,155,12,0,1,0,11
394,2025-01-06,156,54,0,2,0,52
395,2025-01-06,157,30,0,0,0,30
396,2025-01-06,158,52,0,0,0,52
397,2025-01-06,159,47,0,3,0,44
398,2025-01-06,160,30,0,1,0,29
399,2025-01-06,161,30,0,0,0,30
400,2025-01-06,162,0,0,0,0,0
401,2025-01-06,163,15,0,0,0,15
402,2025-01-06,164,27,0,1,0,26
403,2025-01-06,165,15,0,0,0,15
404,2025-01-06,166,51,0,1,0,50
405,2025-01-06,167,48,0,1,0,47
406,2025-01-06,168,27,0,0,0,27
407,2025-01-06,169,14,0,0,0,14
408,2025-01-06,170,59,0,1,0,58
409,2025-01-07,101,28,0,0,0,28
410,2025-01-07,102,0,0,0,0,0
411,2025-01-07,103,0,0,0,0,0
412,2025-01-07,104,28,0,0,0,28
413,2025-01-07,105,25,0,0,0,25
414,2025-01-07,106,51,0,1,0,50
415,2025-01-07,108,15,0,0,0,15
416,2025-01-07,109,27,0,0,0,27
417,2025-01-07,110,49,0,1,0,48
418,2025-01-07,112,62,0,2,0,60
419,2025-01-07,113,0,0,0,0,0
420,2025-01-07,114,11,0,0,0,11
421,2025-01-07,115,0,0,0,0,0
422,2025-01-07,116,31,0,0,0,31
423,2025-01-07,117,26,0,2,0,24
424,2025-01-07,118,56,0,3,0,53
425,2025-01-07,119,49,0,1,0,48
426,2025-01-07,120,0,0,0,0,0
427,2025-01-07,121,0,0,0,0,0
428,2025-01-07,122,12,0,0,0,12
429,2025-01-07,123,31,0,1,0,30
430,2025-01-07,124,0,0,0,0,0
431,2025-01-07,125,11,0,1,0,10
432,2025-01-07,126,12,0,0,0,12
433,2025-01-07,127,26,0,2,0,24
434,2025-01-07,128,0,0,0,0,0
435,2025-01-07,129,14,0,0,0,14
436,2025-01-07,130,15,0,0,0,15
437,2025-01-07,131,58,0,1,0,57
438,2025-01-07,132,0,0,0,0,0
439,2025-01-07,133,0,0,0,0,0
440,2025-01-07,134,25,0,1,0,24
441,2025-01-07,135,24,0,2,0,22
442,2025-01-07,136,0,0,0,0,0
443,2025-01-07,137,0,0,0,0,0
444,2025-01-07,138,25,0,1,0,24
445,2025-01-07,139,25,0,0,0,25
446,2025-01-07,140,0,0,0,0,0
447,2025-01-07,141,33,0,0,0,33
448,2025-01-07,142,58,0,1,0,57
449,2025-01-07,143,52,0,0,0,52
450,2025-01-07,144,0,0,0,0,0
451,2025-01-07,145,25,0,0,0,25
452,2025-01-07,146,14,0,0,0,14
453,2025-01-07,147,0,0,0,0,0
454,2025-01-07,148,13,0,1,0,12
455,2025-01-07,149,24,0,2,0,22
456,2025-01-07,150,14,0,1,0,13
457,2025-01-07,151,42,0,0,0,42
458,2025-01-07,152,25,0,0,0,25
459,2025-01-07,153,0,0,0,0,0
460,2025-01-07,154,0,0,0,0,0
461,2025-01-07,155,11,0,0,0,11
462,2025-01-07,156,52,0,2,0,50
463,2025-01-07,157,30,0,4,0,26
464,2025-01-07,158,52,0,1,0,51
465,2025-01-07,159,44,0,2,0,42
466,2025-01-07,160,29,0,0,0,29
467,2025-01-07,161,30,0,0,0,30
468,2025-01-07,162,0,0,0,0,0
469,2025-01-07,163,15,0,0,0,15
470,2025-01-07,164,26,0,1,0,25
471,2025-01-07,165,15,0,0,0,15
472,2025-01-07,166,50,0,1,0,49
473,2025-01-07,167,47,0,1,0,46
474,2025-01-07,168,27,0,1,0,26
475,2025-01-07,169,14,0,0,0,14
476,2025-01-07,170,58,0,2,0,56
477,2025-01-08,101,28,0,0,-1,27
478,2025-01-08,102,0,0,0,0,0
479,2025-01-08,103,0,0,0,0,0
480,2025-01-08,104,28,0,0,0,28
481,2025-01-08,105,25,0,0,0,25
482,2025-01-08,106,50,0,2,0,48
483,2025-01-08,108,15,0,0,0,15
484,2025-01-08,109,27,0,0,0,27
485,2025-01-08,110,48,0,1,0,47
486,2025-01-08,112,60,0,3,0,57
487,2025-01-08,113,0,0,0,0,0
488,2025-01-08,114,11,0,1,0,10
489,2025-01-08,115,0,0,0,0,0
490,2025-01-08,116,31,0,1,0,30
491,2025-01-08,117,24,0,0,0,24
492,2025-01-08,118,53,0,1,0,52
493,2025-01-08,119,48,0,2,0,46
494,2025-01-08,120,0,0,0,0,0
495,2025-01-08,121,0,0,0,0,0
496,2025-01-08,122,12,0,0,0,12
497,2025-01-08,123,30,0,1,0,29
498,2025-01-08,124,0,0,0,0,0
499,2025-01-08,125,10,0,0,0,10
500,2025-01-08,126,12,0,0,0,12
501,2025-01-08,127,24,0,1,0,23
502,2025-01-08,128,0,0,0,0,0
503,2025-01-08,129,14,0,1,0,13
504,2025-01-08,130,15,0,0,0,15
505,2025-01-08,131,57,0,1,0,56
506,2025-01-08,132,0,0,0,0,0
507,2025-01-08,133,0,0,0,0,0
508,2025-01-08,134,24,0,1,0,23
509,2025-01-08,135,22,0,2,0,20
510,2025-01-08,136,0,0,0,0,0
511,2025-01-08,137,0,0,0,0,0
512,2025-01-08,138,24,0,0,0,24
513,2025-01-08,139,25,0,2,0,23
514,2025-01-08,140,0,0,0,0,0
515,2025-01-08,141,33,0,0,0,33
516,2025-01-08,142,57,0,2,0,55
517,2025-01-08,143,52,0,1,0,51
518,2025-01-08,144,0,0,0,0,0
519,2025-01-08,145,25,0,1,0,24
520,2025-01-08,146,14,0,0,0,14
521,2025-01-08,147,0,0,0,0,0
522,2025-01-08,148,12,0,0,0,12
523,2025-01-08,149,22,0,1,0,21
524,2025-01-08,150,13,0,0,0,13
525,2025-01-08,151,42,0,0,0,42
526,2025-01-08,152,25,0,1,0,24
527,2025-01-08,153,0,0,0,0,0
528,2025-01-08,154,0,0,0,0,0
529,2025-01-08,155,11,0,0,0,11
530,2025-01-08,156,50,0,1,0,49
531,2025-01-08,157,26,0,0,0,26
532,2025-01-08,158,51,0,2,0,49
533,2025-01-08,159,42,0,2,0,40
534,2025-01-08,160,29,0,0,0,29
535,2025-01-08,161,30,0,0,0,30
536,2025-01-08,162,0,0,0,0,0
537,2025-01-08,163,15,0,1,0,14
538,2025-01-08,164,25,0,0,0,25
539,2025-01-08,165,15,0,0,0,15
540,2025-01-08,166,49,0,0,0,49
541,2025-01-08,167,46,0,1,0,45
542,2025-01-08,168,26,0,0,0,26
543,2025-01-08,169,14,0,0,0,14
544,2025-01-08,170,56,0,2,0,54
545,2025-01-09,101,27,0,1,0,26
546,2025-01-09,102,0,0,0,0,0
547,2025-01-09,103,0,0,0,0,0
548,2025-01-09,104,28,0,1,0,27
549,2025-01-09,105,25,0,0,0,25
550,2025-01-09,106,48,0,3,0,45
551,2025-01-09,108,15,0,0,0,15
552,2025-01-09,109,27,0,0,0,27
553,2025-01-09,110,47,0,0,0,47
554,2025-01-09,112,57,0,3,0,54
555,2025-01-09,113,0,0,0,0,0
556,2025-01-09,114,10,0,0,0,10
557,2025-01-09,115,0,0,0,0,0
558,2025-01-09,116,30,0,1,0,29
559,2025-01-09,117,24,0,0,0,24
560,2025-01-09,118,52,0,1,0,51
561,2025-01-09,119,46,0,0,0,46
562,2025-01-09,120,0,0,0,0,0
563,2025-01-09,121,0,0,0,0,0
564,2025-01-09,122,12,0,0,0,12
565,2025-01-09,123,29,0,1,0,28
566,2025-01-09,124,0,0,0,0,0
567,2025-01-09,125,10,0,0,0,10
568,2025-01-09,126,12,0,0,0,12
569,2025-01-09,127,23,0,0,0,23
570,2025-01-09,128,0,0,0,0,0
571,2025-01-09,129,13,0,0,0,13
572,2025-01-09,130,15,0,0,0,15
573,2025-01-09,131,56,0,1,0,55
574,2025-01-09,132,0,0,0,0,0
575,2025-01-09,133,0,0,0,0,0
576,2025-01-09,134,23,0,1,0,22
577,2025-01-09,135,20,0,0,0,20
578,2025-01-09,136,0,0,0,0,0
579,2025-01-09,137,0,0,0,0,0
580,2025-01-09,138,24,0,0,0,24
581,2025-01-09,139,23,0,0,0,23
582,2025-01-09,140,0,0,0,0,0
583,2025-01-09,141,33,0,0,0,33
584,2025-01-09,142,55,0,2,0,53
585,2025-01-09,143,51,0,3,0,48
586,2025-01-09,144,0,0,0,0,0
587,2025-01-09,145,24,0,1,0,23
588,2025-01-09,146,14,0,0,0,14
589,2025-01-09,147,0,0,0,0,0
590,2025-01-09,148,12,0,0,0,12
591,2025-01-09,149,21,0,1,0,20
592,2025-01-09,150,13,0,0,0,13
593,2025-01-09,151,42,0,0,0,42
594,2025-01-09,152,24,0,1,0,23
595,2025-01-09,153,0,0,0,0,0
596,2025-01-09,154,0,0,0,0,0
597,2025-01-09,155,11,0,0,0,11
598,2025-01-09,156,49,0,1,0,48
599,2025-01-09,157,26,0,0,0,26
600,2025-01-09,158,49,0,2,0,47
601,2025-01-09,159,40,0,4,0,36
602,2025-01-09,160,29,0,0,0,29
603,2025-01-09,161,30,0,2,0,28
604,2025-01-09,162,0,0,0,0,0
605,2025-01-09,163,14,0,0,0,14
606,2025-01-09,164,25,0,1,0,24
607,2025-01-09,165,15,0,0,0,15
608,2025-01-09,166,49,0,5,0,44
609,2025-01-09,167,45,0,2,0,43
610,2025-01-09,168,26,0,0,0,26
611,2025-01-09,169,14,0,0,0,14
612,2025-01-09,170,54,0,0,0,54
613,2025-01-10,101,26,0,1,0,25
614,2025-01-10,102,0,0,0,0,0
615,2025-01-10,103,0,0,0,0,0
616,2025-01-10,104,27,0,1,0,26
617,2025-01-10,105,25,0,0,0,25
618,2025-01-10,106,45,0,1,0,44
619,2025-01-10,108,15,0,0,0,15
620,2025-01-10,109,27,0,0,0,27
621,2025-01-10,110,47,0,0,0,47
622,2025-01-10,112,54,0,1,0,53
623,2025-01-10,113,0,0,0,0,0
624,2025-01-10,114,10,0,0,0,10
625,2025-01-10,115,0,0,0,0,0
626,2025-01-10,116,29,0,0,0,29
627,2025-01-10,117,24,0,1,0,23
628,2025-01-10,118,51,0,0,0,51
629,2025-01-10,119,46,0,3,0,43
630,2025-01-10,120,0,0,0,0,0
631,2025-01-10,121,0,0,0,0,0
632,2025-01-10,122,12,0,0,0,12
633,2025-01-10,123,28,0,0,0,28
634,2025-01-10,124,0,0,0,0,0
635,2025-01-10,125,10,0,0,0,10
636,2025-01-10,126,12,0,0,0,12
637,2025-01-10,127,23,0,1,0,22
638,2025-01-10,128,0,0,0,0,0
639,2025-01-10,129,13,0,0,0,13
640,2025-01-10,130,15,0,0,0,15
641,2025-01-10,131,55,0,1,0,54
642,2025-01-10,132,0,0,0,0,0
643,2025-01-10,133,0,0,0,0,0
644,2025-01-10,134,22,0,0,0,22
645,2025-01-10,135,20,0,0,0,20
646,2025-01-10,136,0,0,0,0,0
647,2025-01-10,137,0,0,0,0,0
648,2025-01-10,138,24,0,2,0,22
649,2025-01-10,139,23,0,0,0,23
650,2025-01-10,140,0,0,0,0,0
651,2025-01-10,141,33,0,1,0,32
652,2025-01-10,142,53,0,4,0,49
653,2025-01-10,143,48,0,2,0,46
654,2025-01-10,144,0,0,0,0,0
655,2025-01-10,145,23,0,0,0,23
656,2025-01-10,146,14,0,0,0,14
657,2025-01-10,147,0,0,0,0,0
658,2025-01-10,148,12,0,0,0,12
659,2025-01-10,149,20,0,0,0,20
660,2025-01-10,150,13,0,1,0,12
661,2025-01-10,151,42,0,0,0,42
662,2025-01-10,152,23,0,0,0,23
