Order_ID,Order_Date,Product_ID,Quantity_Ordered,Supplier_ID,Reason,Expected_Date,Received_Date,Quantity_Received
9701,2025-01-19,153,2,2,Customer Request,2025-01-22,,
9424,2025-01-20,115,1,2,Customer Request,2025-01-23,2025-01-23,1.0
9334,2025-01-21,102,1,3,Customer Request,2025-01-26,2025-01-26,1.0
9668,2025-01-21,144,1,3,Customer Request,2025-01-26,2025-01-26,1.0
9731,2025-01-21,154,2,1,Customer Request,2025-01-23,2025-01-23,1.0
9001,2025-01-22,168,24,1,Routine Replenishment,2025-01-24,2025-01-24,24.0
9544,2025-01-22,132,2,5,Customer Request,2025-01-26,2025-01-26,2.0
9363,2025-01-23,103,1,5,Customer Request,2025-01-27,2025-01-27,1.0
9732,2025-01-23,154,2,1,Customer Request,2025-01-25,2025-01-25,2.0
9002,2025-01-24,135,21,3,Routine Replenishment,2025-01-29,2025-01-29,21.0
9545,2025-01-24,132,2,5,Customer Request,2025-01-28,2025-01-28,2.0
9629,2025-01-24,137,1,5,Customer Request,2025-01-28,2025-01-28,1.0
9733,2025-01-24,154,2,1,Customer Request,2025-01-26,,
9578,2025-01-26,133,1,1,Customer Request,2025-01-28,2025-01-28,1.0
9696,2025-01-26,147,2,2,Customer Request,2025-01-29,2025-01-29,2.0
9003,2025-01-27,158,40,5,Routine Replenishment,2025-01-31,2025-01-31,40.0
9476,2025-01-27,121,2,3,Customer Request,2025-02-01,2025-02-01,2.0
9659,2025-01-27,140,2,3,Customer Request,2025-02-01,2025-02-01,2.0
9425,2025-01-28,115,1,2,Customer Request,2025-01-31,2025-01-31,1.0
9546,2025-01-28,132,1,5,Customer Request,2025-02-01,2025-02-01,1.0
9702,2025-01-28,153,2,2,Customer Request,2025-01-31,2025-02-06,2.0
9004,2025-01-29,159,42,5,Routine Replenishment,2025-02-02,2025-02-02,42.0
9457,2025-01-29,120,2,2,Customer Request,2025-02-01,2025-02-01,2.0
9005,2025-01-30,104,22,4,Routine Replenishment,2025-02-02,2025-02-02,22.0
9006,2025-01-30,118,43,2,Routine Replenishment,2025-02-02,,
9007,2025-01-30,119,41,2,Routine Replenishment,2025-02-02,2025-02-02,41.0
9008,2025-01-30,151,37,4,Routine Replenishment,2025-02-02,2025-02-02,37.0
9547,2025-01-30,132,1,5,Customer Request,2025-02-03,2025-02-03,1.0
9009,2025-01-31,118,44,2,Routine Replenishment,2025-02-03,2025-02-03,44.0
9010,2025-01-31,166,39,1,Routine Replenishment,2025-02-02,2025-02-02,31.0
9409,2025-02-01,113,1,2,Customer Request,2025-02-04,2025-02-04,1.0
9593,2025-02-02,136,2,5,Customer Request,2025-02-06,2025-02-06,2.0
9697,2025-02-02,147,1,2,Customer Request,2025-02-05,2025-02-05,1.0
9011,2025-02-03,143,43,4,Routine Replenishment,2025-02-06,2025-02-06,43.0
9012,2025-02-03,170,45,2,Routine Replenishment,2025-02-06,2025-02-06,45.0
9364,2025-02-03,103,1,5,Customer Request,2025-02-07,,
9013,2025-02-04,156,42,5,Routine Replenishment,2025-02-08,2025-02-08,42.0
9014,2025-02-04,167,40,5,Routine Replenishment,2025-02-08,2025-02-08,40.0
9335,2025-02-04,102,1,3,Customer Request,2025-02-09,2025-02-09,1.0
9365,2025-02-04,103,2,5,Customer Request,2025-02-08,2025-02-08,2.0
9477,2025-02-04,121,1,3,Customer Request,2025-02-09,2025-02-15,1.0
9703,2025-02-04,153,1,2,Customer Request,2025-02-07,,
9336,2025-02-05,102,2,3,Customer Request,2025-02-10,2025-02-10,2.0
9015,2025-02-06,106,44,1,Routine Replenishment,2025-02-08,2025-02-08,44.0
9016,2025-02-06,127,22,4,Routine Replenishment,2025-02-09,2025-02-09,22.0
9017,2025-02-06,142,46,1,Routine Replenishment,2025-02-08,2025-02-08,46.0
9579,2025-02-06,133,2,1,Customer Request,2025-02-08,2025-02-12,2.0
9018,2025-02-07,116,27,3,Routine Replenishment,2025-02-12,2025-02-12,27.0
9019,2025-02-07,131,49,2,Routine Replenishment,2025-02-10,2025-02-10,38.0
9507,2025-02-07,124,2,2,Customer Request,2025-02-10,2025-02-10,2.0
9020,2025-02-08,110,40,5,Routine Replenishment,2025-02-12,2025-02-12,40.0
9366,2025-02-08,103,1,5,Customer Request,2025-02-12,2025-02-12,1.0
9021,2025-02-09,112,48,3,Routine Replenishment,2025-02-14,2025-02-14,48.0
9548,2025-02-09,132,1,5,Customer Request,2025-02-13,2025-02-13,1.0
9022,2025-02-10,134,21,5,Routine Replenishment,2025-02-14,2025-02-14,18.0
9337,2025-02-10,102,1,3,Customer Request,2025-02-15,2025-02-20,1.0
9023,2025-02-11,101,21,1,Routine Replenishment,2025-02-13,2025-02-13,21.0
9024,2025-02-11,105,19,4,Routine Replenishment,2025-02-14,2025-02-20,19.0
9025,2025-02-11,117,20,5,Routine Replenishment,2025-02-15,2025-02-15,16.0
9026,2025-02-11,145,21,1,Routine Replenishment,2025-02-13,2025-02-21,18.0
9669,2025-02-11,144,2,3,Customer Request,2025-02-16,2025-02-16,2.0
9759,2025-02-11,162,2,4,Customer Request,2025-02-14,2025-02-14,2.0
9426,2025-02-12,115,1,2,Customer Request,2025-02-15,2025-02-15,1.0
9734,2025-02-12,154,1,1,Customer Request,2025-02-14,2025-02-14,1.0
9027,2025-02-14,123,27,2,Routine Replenishment,2025-02-17,2025-02-17,25.0
9028,2025-02-14,152,19,1,Routine Replenishment,2025-02-16,2025-02-16,19.0
9029,2025-02-14,161,24,4,Routine Replenishment,2025-02-17,2025-02-17,24.0
9458,2025-02-14,120,2,2,Customer Request,2025-02-17,,
9030,2025-02-15,114,10,4,Routine Replenishment,2025-02-18,2025-02-18,10.0
9031,2025-02-15,164,20,3,Routine Replenishment,2025-02-20,2025-02-20,20.0
9478,2025-02-15,121,2,3,Customer Request,2025-02-20,2025-02-20,2.0
9549,2025-02-15,132,2,5,Customer Request,2025-02-19,2025-02-19,1.0
9032,2025-02-16,129,11,3,Routine Replenishment,2025-02-21,2025-02-21,11.0
9033,2025-02-16,149,19,1,Routine Replenishment,2025-02-18,2025-02-18,19.0
9367,2025-02-16,103,2,5,Customer Request,2025-02-20,2025-02-20,2.0
9670,2025-02-16,144,1,3,Customer Request,2025-02-21,2025-02-21,1.0
9034,2025-02-17,139,21,3,Routine Replenishment,2025-02-22,2025-02-26,21.0
9508,2025-02-17,124,2,2,Customer Request,2025-02-20,2025-02-20,2.0
9630,2025-02-17,137,2,5,Customer Request,2025-02-21,2025-02-21,2.0
9671,2025-02-17,144,1,3,Customer Request,2025-02-22,2025-02-22,1.0
9035,2025-02-19,155,9,3,Routine Replenishment,2025-02-24,2025-02-24,9.0
9368,2025-02-19,103,2,5,Customer Request,2025-02-23,2025-02-26,2.0
9509,2025-02-19,124,2,2,Customer Request,2025-02-22,2025-02-22,2.0
9594,2025-02-19,136,2,5,Customer Request,2025-02-23,2025-02-25,2.0
9735,2025-02-19,154,2,1,Customer Request,2025-02-21,2025-02-26,2.0
9338,2025-02-20,102,2,3,Customer Request,2025-02-25,2025-02-25,2.0
9479,2025-02-20,121,1,3,Customer Request,2025-02-25,2025-02-25,1.0
9036,2025-02-21,141,24,4,Routine Replenishment,2025-02-24,2025-03-04,22.0
9037,2025-02-21,157,22,4,Routine Replenishment,2025-02-24,2025-02-24,22.0
9369,2025-02-21,103,1,5,Customer Request,2025-02-25,2025-02-25,1.0
9631,2025-02-21,137,1,5,Customer Request,2025-02-25,2025-02-25,1.0
9736,2025-02-22,154,2,1,Customer Request,2025-02-24,2025-02-24,2.0
9038,2025-02-23,160,24,1,Routine Replenishment,2025-02-25,2025-02-25,18.0
9595,2025-02-23,136,2,5,Customer Request,2025-02-27,2025-02-27,2.0
9704,2025-02-23,153,2,2,Customer Request,2025-02-26,2025-02-26,2.0
9039,2025-02-24,138,19,4,Routine Replenishment,2025-02-27,2025-03-03,19.0
9040,2025-02-24,168,24,1,Routine Replenishment,2025-02-26,2025-02-26,24.0
9480,2025-02-24,121,2,3,Customer Request,2025-03-01,2025-03-01,2.0
9041,2025-02-25,151,37,4,Routine Replenishment,2025-02-28,2025-02-28,37.0
9339,2025-02-25,102,2,3,Customer Request,2025-03-02,2025-03-02,2.0
9410,2025-02-25,113,2,2,Customer Request,2025-02-28,2025-02-28,2.0
9481,2025-02-25,121,1,3,Customer Request,2025-03-02,2025-03-02,1.0
9042,2025-02-28,126,10,1,Routine Replenishment,2025-03-02,2025-03-02,10.0
9043,2025-02-28,166,40,1,Routine Replenishment,2025-03-02,2025-03-02,40.0
9044,2025-03-01,118,43,2,Routine Replenishment,2025-03-04,2025-03-04,43.0
9045,2025-03-01,159,41,5,Routine Replenishment,2025-03-05,2025-03-05,41.0
9482,2025-03-01,121,1,3,Customer Request,2025-03-06,2025-03-06,1.0
9046,2025-03-02,170,45,2,Routine Replenishment,2025-03-05,2025-03-05,45.0
9632,2025-03-02,137,1,5,Customer Request,2025-03-06,2025-03-06,0.0
9047,2025-03-03,156,44,5,Routine Replenishment,2025-03-07,2025-03-07,44.0
9048,2025-03-03,165,14,5,Routine Replenishment,2025-03-07,2025-03-14,14.0
9370,2025-03-03,103,1,5,Customer Request,2025-03-07,2025-03-07,0.0
9411,2025-03-03,113,1,2,Customer Request,2025-03-06,2025-03-06,1.0
9427,2025-03-03,115,1,2,Customer Request,2025-03-06,2025-03-10,1.0
9737,2025-03-03,154,2,1,Customer Request,2025-03-05,2025-03-05,2.0
9760,2025-03-03,162,2,4,Customer Request,2025-03-06,2025-03-06,2.0
9049,2025-03-04,119,44,2,Routine Replenishment,2025-03-07,2025-03-07,44.0
9050,2025-03-04,167,40,5,Routine Replenishment,2025-03-08,2025-03-08,40.0
9371,2025-03-04,103,2,5,Customer Request,2025-03-08,2025-03-08,2.0
9510,2025-03-04,124,1,2,Customer Request,2025-03-07,2025-03-07,1.0
9051,2025-03-05,104,22,4,Routine Replenishment,2025-03-08,2025-03-08,22.0
9052,2025-03-05,109,22,3,Routine Replenishment,2025-03-10,2025-03-10,22.0
9053,2025-03-05,117,20,5,Routine Replenishment,2025-03-09,2025-03-16,20.0
9054,2025-03-05,150,10,4,Routine Replenishment,2025-03-08,2025-03-08,10.0
9761,2025-03-05,162,1,4,Customer Request,2025-03-08,2025-03-08,1.0
9055,2025-03-06,135,21,3,Routine Replenishment,2025-03-11,2025-03-11,21.0
9056,2025-03-06,142,47,1,Routine Replenishment,2025-03-08,2025-03-08,47.0
9596,2025-03-06,136,1,5,Customer Request,2025-03-10,2025-03-10,1.0
9633,2025-03-06,137,1,5,Customer Request,2025-03-10,2025-03-10,1.0
9762,2025-03-06,162,2,4,Customer Request,2025-03-09,2025-03-09,2.0
9057,2025-03-07,123,24,2,Routine Replenishment,2025-03-10,2025-03-10,24.0
9058,2025-03-07,134,20,5,Routine Replenishment,2025-03-11,2025-03-19,20.0
9511,2025-03-07,124,1,2,Customer Request,2025-03-10,2025-03-10,1.0
9059,2025-03-08,110,39,5,Routine Replenishment,2025-03-12,,
9060,2025-03-08,146,12,3,Routine Replenishment,2025-03-13,2025-03-18,8.0
9483,2025-03-08,121,2,3,Customer Request,2025-03-13,2025-03-13,2.0
9061,2025-03-09,110,39,5,Routine Replenishment,2025-03-13,2025-03-16,39.0
9062,2025-03-09,158,40,5,Routine Replenishment,2025-03-13,2025-03-20,40.0
9063,2025-03-10,106,41,1,Routine Replenishment,2025-03-12,2025-03-12,37.0
9064,2025-03-11,155,9,3,Routine Replenishment,2025-03-16,2025-03-16,9.0
9372,2025-03-11,103,1,5,Customer Request,2025-03-15,2025-03-15,1.0
9459,2025-03-11,120,2,2,Customer Request,2025-03-14,2025-03-14,2.0
9550,2025-03-11,132,1,5,Customer Request,2025-03-15,,
9672,2025-03-11,144,2,3,Customer Request,2025-03-16,2025-03-16,2.0
9065,2025-03-12,145,21,1,Routine Replenishment,2025-03-14,2025-03-14,21.0
9580,2025-03-12,133,2,1,Customer Request,2025-03-14,,
9738,2025-03-12,154,1,1,Customer Request,2025-03-14,2025-03-14,0.0
9066,2025-03-13,105,18,4,Routine Replenishment,2025-03-16,2025-03-16,18.0
9067,2025-03-13,125,10,4,Routine Replenishment,2025-03-16,2025-03-16,10.0
9068,2025-03-13,127,21,4,Routine Replenishment,2025-03-16,2025-03-16,21.0
9373,2025-03-13,103,1,5,Customer Request,2025-03-17,2025-03-17,1.0
9412,2025-03-13,113,1,2,Customer Request,2025-03-16,2025-03-16,1.0
9428,2025-03-13,115,1,2,Customer Request,2025-03-16,2025-03-16,1.0
9551,2025-03-13,132,1,5,Customer Request,2025-03-17,,
9484,2025-03-14,121,1,3,Customer Request,2025-03-19,2025-03-19,1.0
9069,2025-03-15,141,24,4,Routine Replenishment,2025-03-18,2025-03-18,24.0
9070,2025-03-16,116,24,3,Routine Replenishment,2025-03-21,2025-03-21,24.0
9071,2025-03-16,131,48,2,Routine Replenishment,2025-03-19,2025-03-19,48.0
9072,2025-03-16,143,43,4,Routine Replenishment,2025-03-19,2025-03-19,43.0
9634,2025-03-16,137,2,5,Customer Request,2025-03-20,2025-03-20,2.0
9705,2025-03-16,153,2,2,Customer Request,2025-03-19,2025-03-19,2.0
9073,2025-03-17,130,12,5,Routine Replenishment,2025-03-21,2025-03-21,12.0
9485,2025-03-17,121,1,3,Customer Request,2025-03-22,2025-03-22,1.0
9074,2025-03-18,161,23,4,Routine Replenishment,2025-03-21,2025-03-21,23.0
9486,2025-03-18,121,1,3,Customer Request,2025-03-23,,
9512,2025-03-18,124,2,2,Customer Request,2025-03-21,2025-03-21,2.0
9340,2025-03-19,102,2,3,Customer Request,2025-03-24,2025-03-24,2.0
9374,2025-03-19,103,2,5,Customer Request,2025-03-23,2025-03-23,2.0
9597,2025-03-19,136,2,5,Customer Request,2025-03-23,2025-03-23,1.0
9706,2025-03-19,153,2,2,Customer Request,2025-03-22,2025-03-22,2.0
9075,2025-03-20,169,11,5,Routine Replenishment,2025-03-24,2025-03-24,11.0
9487,2025-03-20,121,2,3,Customer Request,2025-03-25,2025-03-25,2.0
9673,2025-03-20,144,1,3,Customer Request,2025-03-25,,
9460,2025-03-21,120,2,2,Customer Request,2025-03-24,2025-03-24,2.0
9076,2025-03-22,101,21,1,Routine Replenishment,2025-03-24,2025-03-24,19.0
9077,2025-03-22,112,48,3,Routine Replenishment,2025-03-27,2025-03-27,48.0
9078,2025-03-22,139,21,3,Routine Replenishment,2025-03-27,2025-03-27,21.0
9079,2025-03-22,151,37,4,Routine Replenishment,2025-03-25,2025-03-25,37.0
9429,2025-03-22,115,1,2,Customer Request,2025-03-25,2025-03-25,1.0
9598,2025-03-22,136,2,5,Customer Request,2025-03-26,2025-03-26,2.0
9080,2025-03-23,108,12,3,Routine Replenishment,2025-03-28,2025-03-28,12.0
9488,2025-03-23,121,2,3,Customer Request,2025-03-28,2025-03-28,2.0
9081,2025-03-24,149,19,1,Routine Replenishment,2025-03-26,2025-03-26,19.0
9082,2025-03-25,160,24,1,Routine Replenishment,2025-03-27,2025-03-27,24.0
9375,2025-03-25,103,2,5,Customer Request,2025-03-29,2025-03-29,2.0
9083,2025-03-26,157,22,4,Routine Replenishment,2025-03-29,2025-04-01,22.0
9599,2025-03-26,136,1,5,Customer Request,2025-03-30,2025-03-30,1.0
9674,2025-03-26,144,2,3,Customer Request,2025-03-31,2025-03-31,2.0
9084,2025-03-27,122,10,5,Routine Replenishment,2025-03-31,2025-03-31,10.0
9430,2025-03-27,115,1,2,Customer Request,2025-03-30,2025-03-30,0.0
9600,2025-03-28,136,1,5,Customer Request,2025-04-01,2025-04-01,1.0
9635,2025-03-28,137,2,5,Customer Request,2025-04-01,2025-04-01,1.0
9085,2025-03-29,152,19,1,Routine Replenishment,2025-03-31,2025-03-31,19.0
9341,2025-03-29,102,2,3,Customer Request,2025-04-03,2025-04-03,2.0
9376,2025-03-29,103,2,5,Customer Request,2025-04-02,2025-04-02,2.0
9636,2025-03-29,137,1,5,Customer Request,2025-04-02,,
9086,2025-03-30,118,43,2,Routine Replenishment,2025-04-02,2025-04-06,43.0
9087,2025-03-31,146,13,3,Routine Replenishment,2025-04-05,,
9431,2025-03-31,115,1,2,Customer Request,2025-04-03,2025-04-03,1.0
9637,2025-03-31,137,2,5,Customer Request,2025-04-04,2025-04-04,2.0
9088,2025-04-01,146,13,3,Routine Replenishment,2025-04-06,2025-04-06,13.0
9461,2025-04-01,120,1,2,Customer Request,2025-04-04,2025-04-04,1.0
9527,2025-04-01,128,1,3,Customer Request,2025-04-06,2025-04-06,0.0
9089,2025-04-02,166,39,1,Routine Replenishment,2025-04-04,2025-04-04,39.0
9413,2025-04-02,113,1,2,Customer Request,2025-04-05,2025-04-05,1.0
9432,2025-04-02,115,2,2,Customer Request,2025-04-05,2025-04-05,2.0
9090,2025-04-03,105,18,4,Routine Replenishment,2025-04-06,2025-04-06,16.0
9091,2025-04-03,163,12,1,Routine Replenishment,2025-04-05,2025-04-05,9.0
9675,2025-04-03,144,2,3,Customer Request,2025-04-08,2025-04-08,2.0
9092,2025-04-04,156,42,5,Routine Replenishment,2025-04-08,,
9093,2025-04-04,159,42,5,Routine Replenishment,2025-04-08,,
9433,2025-04-04,115,1,2,Customer Request,2025-04-07,2025-04-07,1.0
9638,2025-04-04,137,2,5,Customer Request,2025-04-08,2025-04-11,2.0
9094,2025-04-05,110,40,5,Routine Replenishment,2025-04-09,2025-04-09,40.0
9095,2025-04-05,138,19,4,Routine Replenishment,2025-04-08,2025-04-08,19.0
9096,2025-04-05,156,43,5,Routine Replenishment,2025-04-09,2025-04-09,43.0
9097,2025-04-05,159,43,5,Routine Replenishment,2025-04-09,2025-04-09,43.0
9489,2025-04-05,121,2,3,Customer Request,2025-04-10,2025-04-10,2.0
9639,2025-04-05,137,2,5,Customer Request,2025-04-09,2025-04-09,2.0
9098,2025-04-06,155,9,3,Routine Replenishment,2025-04-11,2025-04-11,9.0
9099,2025-04-07,119,41,2,Routine Replenishment,2025-04-10,2025-04-10,41.0
9100,2025-04-07,158,40,5,Routine Replenishment,2025-04-11,2025-04-11,40.0
9490,2025-04-07,121,1,3,Customer Request,2025-04-12,2025-04-16,1.0
9707,2025-04-07,153,2,2,Customer Request,2025-04-10,2025-04-10,2.0
9101,2025-04-08,148,10,4,Routine Replenishment,2025-04-11,2025-04-11,10.0
9102,2025-04-08,167,40,5,Routine Replenishment,2025-04-12,2025-04-12,40.0
9601,2025-04-08,136,2,5,Customer Request,2025-04-12,2025-04-12,2.0
9602,2025-04-09,136,1,5,Customer Request,2025-04-13,2025-04-13,1.0
9103,2025-04-10,109,22,3,Routine Replenishment,2025-04-15,2025-04-15,22.0
9676,2025-04-10,144,2,3,Customer Request,2025-04-15,2025-04-15,2.0
9104,2025-04-11,126,10,1,Routine Replenishment,2025-04-13,2025-04-13,10.0
9105,2025-04-11,170,45,2,Routine Replenishment,2025-04-14,2025-04-14,45.0
9603,2025-04-11,136,2,5,Customer Request,2025-04-15,2025-04-15,2.0
9106,2025-04-12,104,23,4,Routine Replenishment,2025-04-15,2025-04-15,23.0
9604,2025-04-12,136,2,5,Customer Request,2025-04-16,2025-04-16,1.0
9708,2025-04-12,153,2,2,Customer Request,2025-04-15,,
9739,2025-04-12,154,2,1,Customer Request,2025-04-14,2025-04-14,2.0
9107,2025-04-13,106,42,1,Routine Replenishment,2025-04-15,2025-04-15,42.0
9108,2025-04-13,117,20,5,Routine Replenishment,2025-04-17,2025-04-17,20.0
9109,2025-04-13,123,24,2,Routine Replenishment,2025-04-16,2025-04-24,17.0
9110,2025-04-13,135,22,3,Routine Replenishment,2025-04-18,2025-04-18,22.0
9111,2025-04-13,168,24,1,Routine Replenishment,2025-04-15,2025-04-15,24.0
9513,2025-04-13,124,1,2,Customer Request,2025-04-16,2025-04-16,0.0
9112,2025-04-15,142,46,1,Routine Replenishment,2025-04-17,2025-04-17,46.0
9377,2025-04-15,103,2,5,Customer Request,2025-04-19,2025-04-19,2.0
9342,2025-04-16,102,1,3,Customer Request,2025-04-21,2025-04-21,1.0
9378,2025-04-16,103,2,5,Customer Request,2025-04-20,2025-04-20,2.0
9514,2025-04-16,124,2,2,Customer Request,2025-04-19,2025-04-19,2.0
9343,2025-04-17,102,1,3,Customer Request,2025-04-22,2025-04-22,1.0
9379,2025-04-17,103,2,5,Customer Request,2025-04-21,2025-04-27,2.0
9581,2025-04-17,133,1,1,Customer Request,2025-04-19,2025-04-19,1.0
9113,2025-04-18,127,21,4,Routine Replenishment,2025-04-21,2025-04-25,21.0
9114,2025-04-18,134,20,5,Routine Replenishment,2025-04-22,2025-04-22,20.0
9115,2025-04-18,149,19,1,Routine Replenishment,2025-04-20,2025-04-20,19.0
9116,2025-04-18,164,20,3,Routine Replenishment,2025-04-23,2025-04-23,20.0
9709,2025-04-18,153,1,2,Customer Request,2025-04-21,2025-04-21,1.0
9740,2025-04-18,154,1,1,Customer Request,2025-04-20,2025-04-20,1.0
9344,2025-04-19,102,1,3,Customer Request,2025-04-24,2025-04-24,1.0
9462,2025-04-19,120,1,2,Customer Request,2025-04-22,,
9640,2025-04-19,137,2,5,Customer Request,2025-04-23,2025-04-23,2.0
9605,2025-04-20,136,2,5,Customer Request,2025-04-24,2025-04-24,2.0
9117,2025-04-21,139,21,3,Routine Replenishment,2025-04-26,2025-04-26,21.0
9118,2025-04-21,145,21,1,Routine Replenishment,2025-04-23,2025-04-23,21.0
9119,2025-04-21,151,37,4,Routine Replenishment,2025-04-24,,
9491,2025-04-21,121,1,3,Customer Request,2025-04-26,2025-04-26,1.0
9606,2025-04-21,136,2,5,Customer Request,2025-04-25,2025-04-25,2.0
9120,2025-04-22,101,23,1,Routine Replenishment,2025-04-24,2025-04-24,23.0
9121,2025-04-22,143,45,4,Routine Replenishment,2025-04-25,2025-04-25,45.0
9122,2025-04-22,151,39,4,Routine Replenishment,2025-04-25,2025-04-25,39.0
9515,2025-04-22,124,1,2,Customer Request,2025-04-25,2025-04-25,0.0
9380,2025-04-23,103,1,5,Customer Request,2025-04-27,2025-04-27,1.0
9607,2025-04-23,136,2,5,Customer Request,2025-04-27,2025-04-27,1.0
9123,2025-04-25,165,12,5,Routine Replenishment,2025-04-29,2025-04-29,12.0
9528,2025-04-25,128,1,3,Customer Request,2025-04-30,2025-04-30,0.0
9124,2025-04-26,141,25,4,Routine Replenishment,2025-04-29,2025-04-29,25.0
9552,2025-04-26,132,1,5,Customer Request,2025-04-30,2025-04-30,1.0
9608,2025-04-26,136,1,5,Customer Request,2025-04-30,2025-04-30,1.0
9710,2025-04-26,153,2,2,Customer Request,2025-04-29,2025-04-29,2.0
9529,2025-04-27,128,2,3,Customer Request,2025-05-02,2025-05-02,2.0
9677,2025-04-27,144,2,3,Customer Request,2025-05-02,2025-05-02,2.0
9711,2025-04-27,153,1,2,Customer Request,2025-04-30,,
9125,2025-04-28,112,47,3,Routine Replenishment,2025-05-03,2025-05-03,47.0
9463,2025-04-28,120,1,2,Customer Request,2025-05-01,2025-05-01,1.0
9126,2025-04-29,152,19,1,Routine Replenishment,2025-05-01,2025-05-01,19.0
9381,2025-04-29,103,1,5,Customer Request,2025-05-03,2025-05-07,1.0
9127,2025-04-30,125,10,4,Routine Replenishment,2025-05-03,2025-05-03,10.0
9434,2025-04-30,115,2,2,Customer Request,2025-05-03,2025-05-03,2.0
9128,2025-05-01,150,10,4,Routine Replenishment,2025-05-04,,
9435,2025-05-01,115,2,2,Customer Request,2025-05-04,2025-05-04,2.0
9464,2025-05-01,120,2,2,Customer Request,2025-05-04,2025-05-04,2.0
9129,2025-05-02,126,10,1,Routine Replenishment,2025-05-04,2025-05-04,10.0
9130,2025-05-02,131,50,2,Routine Replenishment,2025-05-05,2025-05-11,50.0
9131,2025-05-02,150,10,4,Routine Replenishment,2025-05-05,2025-05-05,10.0
9132,2025-05-02,166,39,1,Routine Replenishment,2025-05-04,2025-05-04,29.0
9382,2025-05-03,103,1,5,Customer Request,2025-05-07,2025-05-07,1.0
9741,2025-05-03,154,2,1,Customer Request,2025-05-05,2025-05-05,2.0
9133,2025-05-04,129,11,3,Routine Replenishment,2025-05-09,2025-05-14,11.0
9134,2025-05-05,167,43,5,Routine Replenishment,2025-05-09,2025-05-09,43.0
9414,2025-05-05,113,2,2,Customer Request,2025-05-08,2025-05-08,2.0
9135,2025-05-07,118,44,2,Routine Replenishment,2025-05-10,2025-05-10,44.0
9136,2025-05-07,155,9,3,Routine Replenishment,2025-05-12,2025-05-12,9.0
9137,2025-05-07,158,40,5,Routine Replenishment,2025-05-11,2025-05-11,40.0
9138,2025-05-07,161,24,4,Routine Replenishment,2025-05-10,2025-05-10,24.0
9383,2025-05-07,103,2,5,Customer Request,2025-05-11,2025-05-11,2.0
9492,2025-05-07,121,2,3,Customer Request,2025-05-12,,
9139,2025-05-08,105,18,4,Routine Replenishment,2025-05-11,2025-05-11,18.0
9140,2025-05-08,119,41,2,Routine Replenishment,2025-05-11,2025-05-11,41.0
9141,2025-05-08,156,42,5,Routine Replenishment,2025-05-12,2025-05-12,42.0
9142,2025-05-08,159,41,5,Routine Replenishment,2025-05-12,2025-05-12,41.0
9609,2025-05-08,136,1,5,Customer Request,2025-05-12,2025-05-12,1.0
9678,2025-05-08,144,2,3,Customer Request,2025-05-13,2025-05-13,2.0
9712,2025-05-08,153,1,2,Customer Request,2025-05-11,2025-05-11,0.0
