Request_ID,Request_Date,Requested_Product_ID,Requested_Category,Quantity_Requested,Available,Alternative_Offered,Alternative_Product_ID,Ordered_For_Customer,Order_ID,Fulfilled_Date,Outcome
70461,2025-01-06,128.0,,2,0,1,133.0,0,,,Alternative Accepted
70505,2025-01-06,132.0,,1,0,0,,0,,,Customer Declined
70762,2025-01-06,144.0,,1,0,0,,1,9665.0,2025-01-11,Ordered and Fulfilled
70927,2025-01-06,,Dermatological,2,0,0,,0,,,Customer Declined
70070,2025-01-07,103.0,,1,0,1,102.0,0,,,Customer Declined
70506,2025-01-07,132.0,,2,0,1,127.0,0,,,Alternative Accepted
70600,2025-01-07,136.0,,1,0,0,,0,,,Unavailable
70749,2025-01-07,140.0,,2,0,1,135.0,0,,,Unavailable
71018,2025-01-07,166.0,,1,1,0,,0,,2025-01-07,Sold
71022,2025-01-08,158.0,,1,1,0,,0,,2025-01-08,Sold
70222,2025-01-09,115.0,,2,0,1,118.0,0,,,Alternative Accepted
70601,2025-01-09,136.0,,1,0,1,140.0,0,,,Alternative Accepted
70763,2025-01-09,144.0,,1,0,1,149.0,1,9666.0,2025-01-14,Ordered and Fulfilled
70928,2025-01-09,154.0,,2,0,0,,1,9728.0,2025-01-11,Ordered and Fulfilled
71081,2025-01-09,117.0,,1,1,0,,0,,2025-01-09,Sold
71309,2025-01-09,108.0,,1,1,0,,0,,2025-01-09,Sold
70071,2025-01-10,103.0,,1,0,0,,0,,,Customer Declined
70462,2025-01-10,128.0,,2,0,1,130.0,1,9525.0,2025-01-15,Ordered and Fulfilled
70680,2025-01-10,,Gastro/Antacid,1,0,0,,0,,,Unavailable
70859,2025-01-10,,Dermatological,1,0,0,,0,,,Unavailable
70929,2025-01-10,,Dermatological,2,0,1,152.0,0,,,Customer Declined
71032,2025-01-10,151.0,,1,1,0,,0,,2025-01-10,Sold
71229,2025-01-10,150.0,,1,1,0,,0,,2025-01-10,Sold
71187,2025-01-11,163.0,,2,1,0,,0,,2025-01-11,Sold
71260,2025-01-11,118.0,,1,1,0,,0,,2025-01-11,Sold
71268,2025-01-11,143.0,,1,1,0,,0,,2025-01-11,Sold
70002,2025-01-12,102.0,,2,0,1,101.0,1,9331.0,2025-01-17,Ordered and Fulfilled
70223,2025-01-12,115.0,,2,0,0,,0,,,Customer Declined
70349,2025-01-12,121.0,,1,0,1,126.0,0,,,Customer Declined
70764,2025-01-12,,Vitamins & Supplements,2,0,0,,0,,,Customer Declined
70860,2025-01-12,153.0,,1,0,1,156.0,1,9700.0,2025-01-15,Ordered and Fulfilled
70995,2025-01-12,162.0,,2,0,1,160.0,0,,,Alternative Accepted
71097,2025-01-12,149.0,,1,1,0,,0,,2025-01-12,Sold
71293,2025-01-12,152.0,,2,1,0,,0,,2025-01-12,Sold
70003,2025-01-13,102.0,,1,0,0,,1,9332.0,2025-01-18,Ordered and Fulfilled
70350,2025-01-13,121.0,,2,0,1,126.0,0,,,Customer Declined
70507,2025-01-13,132.0,,2,0,1,133.0,1,9542.0,2025-01-17,Ordered and Fulfilled
70602,2025-01-13,136.0,,2,0,0,,1,9592.0,2025-01-17,Ordered and Fulfilled
70930,2025-01-13,154.0,,2,0,1,157.0,1,9729.0,2025-01-17,Ordered and Fulfilled
71076,2025-01-13,143.0,,1,1,0,,0,,2025-01-13,Sold
70004,2025-01-14,102.0,,2,0,1,101.0,0,,,Alternative Accepted
70072,2025-01-14,103.0,,1,0,1,101.0,1,9362.0,2025-01-18,Ordered and Fulfilled
70508,2025-01-14,132.0,,1,0,1,134.0,1,9543.0,2025-01-22,Ordered and Fulfilled
70603,2025-01-14,136.0,,2,0,1,135.0,0,,,Unavailable
70837,2025-01-14,147.0,,1,0,1,146.0,0,,,Customer Declined
70931,2025-01-14,154.0,,2,0,1,153.0,0,,,Alternative Accepted
71262,2025-01-14,149.0,,1,1,0,,0,,2025-01-14,Sold
70224,2025-01-15,,Antibiotic,1,0,0,,0,,,Customer Declined
70351,2025-01-15,,Antihistamine,2,0,0,,0,,,Customer Declined
70417,2025-01-15,,Antihistamine,2,0,0,,1,9506.0,2025-01-22,Ordered and Fulfilled
70463,2025-01-15,128.0,,1,0,1,131.0,0,,,Alternative Accepted
70572,2025-01-15,133.0,,2,0,1,129.0,1,9577.0,2025-01-17,Ordered and Fulfilled
70604,2025-01-15,136.0,,2,0,0,,0,,,Unavailable
70681,2025-01-15,137.0,,2,0,1,136.0,0,,,Unavailable
71107,2025-01-15,130.0,,1,1,0,,0,,2025-01-15,Sold
70464,2025-01-16,128.0,,2,0,1,127.0,1,9526.0,2025-01-21,Ordered and Fulfilled
70932,2025-01-16,,Dermatological,1,0,1,151.0,0,,,Unavailable
71098,2025-01-16,146.0,,1,1,0,,0,,2025-01-16,Sold
70073,2025-01-17,103.0,,2,0,0,,0,,,Customer Declined
70352,2025-01-17,,Antihistamine,2,0,0,,0,,,Unavailable
70605,2025-01-17,136.0,,2,0,1,141.0,0,,,Customer Declined
70682,2025-01-17,137.0,,1,0,1,141.0,0,,,Customer Declined
70005,2025-01-18,102.0,,1,0,0,,1,9333.0,2025-01-23,Ordered and Fulfilled
70074,2025-01-18,103.0,,1,0,0,,0,,,Customer Declined
70225,2025-01-18,115.0,,1,0,1,114.0,1,9423.0,2025-01-21,Ordered and Fulfilled
70509,2025-01-18,132.0,,1,0,1,133.0,0,,,Alternative Accepted
70765,2025-01-18,144.0,,2,0,1,148.0,1,9667.0,2025-01-23,Ordered and Fulfilled
70933,2025-01-18,154.0,,2,0,1,157.0,1,9730.0,2025-01-20,Ordered and Fulfilled
71101,2025-01-18,105.0,,1,1,0,,0,,2025-01-18,Sold
71310,2025-01-18,119.0,,2,1,0,,0,,2025-01-18,Sold
70226,2025-01-19,115.0,,2,0,1,118.0,0,,,Alternative Accepted
70353,2025-01-19,121.0,,1,0,0,,1,9475.0,2025-01-24,Ordered and Fulfilled
70573,2025-01-19,133.0,,1,0,0,,0,,,Customer Declined
70861,2025-01-19,153.0,,2,0,1,151.0,1,9701.0,,Other
70996,2025-01-19,162.0,,1,0,1,159.0,0,,,Alternative Accepted
71173,2025-01-19,108.0,,1,1,0,,0,,2025-01-19,Sold
70006,2025-01-20,102.0,,1,0,1,101.0,0,,,Customer Declined
70227,2025-01-20,115.0,,1,0,1,119.0,1,9424.0,2025-01-23,Ordered and Fulfilled
70418,2025-01-20,124.0,,2,0,1,121.0,0,,,Alternative Accepted
70465,2025-01-20,128.0,,1,0,1,129.0,0,,,Alternative Accepted
70606,2025-01-20,136.0,,1,0,0,,0,,,Unavailable
71061,2025-01-20,142.0,,2,1,0,,0,,2025-01-20,Sold
71206,2025-01-20,143.0,,2,1,0,,0,,2025-01-20,Sold
70007,2025-01-21,102.0,,1,0,1,101.0,1,9334.0,2025-01-26,Ordered and Fulfilled
70766,2025-01-21,144.0,,1,0,1,148.0,1,9668.0,2025-01-26,Ordered and Fulfilled
70934,2025-01-21,154.0,,2,0,1,155.0,1,9731.0,2025-01-23,Ordered and Fulfilled
70008,2025-01-22,,Antimalarial,1,0,1,103.0,0,,,Alternative Accepted
70354,2025-01-22,121.0,,2,0,0,,0,,,Unavailable
70419,2025-01-22,124.0,,2,0,0,,0,,,Unavailable
70510,2025-01-22,132.0,,2,0,0,,1,9544.0,2025-01-26,Ordered and Fulfilled
70862,2025-01-22,153.0,,1,0,1,156.0,0,,,Alternative Accepted
70075,2025-01-23,103.0,,1,0,1,101.0,1,9363.0,2025-01-27,Ordered and Fulfilled
70935,2025-01-23,154.0,,2,0,1,156.0,1,9732.0,2025-01-25,Ordered and Fulfilled
71126,2025-01-23,104.0,,1,1,0,,0,,2025-01-23,Sold
70511,2025-01-24,132.0,,2,0,1,129.0,1,9545.0,2025-01-28,Ordered and Fulfilled
70683,2025-01-24,137.0,,1,0,1,138.0,1,9629.0,2025-01-28,Ordered and Fulfilled
70936,2025-01-24,154.0,,2,0,1,155.0,1,9733.0,,Other
71132,2025-01-24,130.0,,1,1,0,,0,,2025-01-24,Sold
70076,2025-01-25,103.0,,1,0,1,101.0,0,,,Alternative Accepted
70228,2025-01-25,115.0,,2,0,1,114.0,0,,,Alternative Accepted
70466,2025-01-25,,Cough & Cold,2,0,0,,0,,,Unavailable
70607,2025-01-25,,Gastro/Antacid,2,0,1,140.0,0,,,Alternative Accepted
70684,2025-01-25,137.0,,1,0,1,140.0,0,,,Customer Declined
70750,2025-01-25,140.0,,1,0,1,137.0,0,,,Alternative Accepted
70767,2025-01-25,144.0,,2,0,1,143.0,0,,,Alternative Accepted
70937,2025-01-25,154.0,,1,0,0,,0,,,Unavailable
70181,2025-01-26,113.0,,1,0,1,115.0,0,,,Customer Declined
70300,2025-01-26,120.0,,2,0,0,,0,,,Unavailable
70355,2025-01-26,121.0,,2,0,1,123.0,0,,,Alternative Accepted
70420,2025-01-26,124.0,,2,0,1,121.0,0,,,Customer Declined
70574,2025-01-26,133.0,,1,0,0,,1,9578.0,2025-01-28,Ordered and Fulfilled
70838,2025-01-26,147.0,,2,0,1,148.0,1,9696.0,2025-01-29,Ordered and Fulfilled
71034,2025-01-26,117.0,,1,1,0,,0,,2025-01-26,Sold
71109,2025-01-26,170.0,,2,1,0,,0,,2025-01-26,Sold
70009,2025-01-27,102.0,,2,0,0,,0,,,Customer Declined
70077,2025-01-27,103.0,,2,0,0,,0,,,Unavailable
70356,2025-01-27,121.0,,2,0,0,,1,9476.0,2025-02-01,Ordered and Fulfilled
70751,2025-01-27,140.0,,2,0,1,136.0,1,9659.0,2025-02-01,Ordered and Fulfilled
70997,2025-01-27,162.0,,1,0,0,,0,,,Customer Declined
71093,2025-01-27,151.0,,1,1,0,,0,,2025-01-27,Sold
71283,2025-01-27,139.0,,1,1,0,,0,,2025-01-27,Sold
70229,2025-01-28,115.0,,1,0,1,114.0,1,9425.0,2025-01-31,Ordered and Fulfilled
70512,2025-01-28,132.0,,1,0,0,,1,9546.0,2025-02-01,Ordered and Fulfilled
70768,2025-01-28,144.0,,1,0,1,150.0,0,,,Alternative Accepted
70863,2025-01-28,153.0,,2,0,1,154.0,1,9702.0,2025-02-06,Ordered and Fulfilled
70010,2025-01-29,102.0,,2,0,1,103.0,0,,,Alternative Accepted
70301,2025-01-29,120.0,,2,0,1,117.0,1,9457.0,2025-02-01,Ordered and Fulfilled
71051,2025-01-29,116.0,,1,1,0,,0,,2025-01-29,Sold
71065,2025-01-29,116.0,,2,1,0,,0,,2025-01-29,Sold
70513,2025-01-30,132.0,,1,0,0,,1,9547.0,2025-02-03,Ordered and Fulfilled
71085,2025-01-30,129.0,,1,1,0,,0,,2025-01-30,Sold
71289,2025-01-31,119.0,,2,1,0,,0,,2025-01-31,Sold
71312,2025-01-31,151.0,,1,1,0,,0,,2025-01-31,Sold
70078,2025-02-01,,Antimalarial,1,0,1,101.0,0,,,Alternative Accepted
70182,2025-02-01,113.0,,1,0,1,116.0,1,9409.0,2025-02-04,Ordered and Fulfilled
70575,2025-02-01,133.0,,1,0,1,128.0,0,,,Alternative Accepted
70864,2025-02-01,153.0,,1,0,0,,0,,,Unavailable
70938,2025-02-01,154.0,,1,0,0,,0,,,Customer Declined
71303,2025-02-01,130.0,,1,1,0,,0,,2025-02-01,Sold
70514,2025-02-02,132.0,,2,0,1,134.0,0,,,Customer Declined
70608,2025-02-02,136.0,,2,0,0,,1,9593.0,2025-02-06,Ordered and Fulfilled
70839,2025-02-02,147.0,,1,0,0,,1,9697.0,2025-02-05,Ordered and Fulfilled
71192,2025-02-02,130.0,,2,1,0,,0,,2025-02-02,Sold
71257,2025-02-02,170.0,,1,1,0,,0,,2025-02-02,Sold
70079,2025-02-03,103.0,,1,0,1,102.0,1,9364.0,,Other
70576,2025-02-03,133.0,,2,0,1,134.0,0,,,Customer Declined
70769,2025-02-03,144.0,,1,0,1,142.0,0,,,Alternative Accepted
70939,2025-02-03,154.0,,1,0,1,155.0,0,,,Alternative Accepted
71221,2025-02-03,158.0,,2,1,0,,0,,2025-02-03,Sold
70011,2025-02-04,102.0,,1,0,1,101.0,1,9335.0,2025-02-09,Ordered and Fulfilled
70080,2025-02-04,103.0,,2,0,1,101.0,1,9365.0,2025-02-08,Ordered and Fulfilled
70357,2025-02-04,121.0,,1,0,1,126.0,1,9477.0,2025-02-15,Ordered and Fulfilled
70609,2025-02-04,136.0,,1,0,0,,0,,,Customer Declined
70865,2025-02-04,,Dermatological,1,0,1,151.0,1,9703.0,,Other
71198,2025-02-04,122.0,,2,1,0,,0,,2025-02-04,Sold
71269,2025-02-04,116.0,,2,1,0,,0,,2025-02-04,Sold
70012,2025-02-05,,Antimalarial,2,0,0,,1,9336.0,2025-02-10,Ordered and Fulfilled
70081,2025-02-05,103.0,,2,0,1,101.0,0,,,Alternative Accepted
70358,2025-02-05,121.0,,1,0,0,,0,,,Unavailable
71111,2025-02-05,116.0,,1,1,0,,0,,2025-02-05,Sold
71128,2025-02-05,131.0,,1,1,0,,0,,2025-02-05,Sold
70082,2025-02-06,103.0,,1,0,1,101.0,0,,,Alternative Accepted
70230,2025-02-06,115.0,,2,0,0,,0,,,Customer Declined
70467,2025-02-06,128.0,,2,0,1,129.0,0,,,Alternative Accepted
70577,2025-02-06,133.0,,2,0,1,134.0,1,9579.0,2025-02-12,Ordered and Fulfilled
70610,2025-02-06,136.0,,1,0,0,,0,,,Customer Declined
70302,2025-02-07,120.0,,1,0,1,112.0,0,,,Customer Declined
70421,2025-02-07,124.0,,2,0,0,,1,9507.0,2025-02-10,Ordered and Fulfilled
70083,2025-02-08,103.0,,1,0,0,,1,9366.0,2025-02-12,Ordered and Fulfilled
70685,2025-02-08,137.0,,1,0,1,139.0,0,,,Customer Declined
70940,2025-02-08,,Dermatological,1,0,1,155.0,0,,,Alternative Accepted
70359,2025-02-09,121.0,,2,0,1,122.0,0,,,Customer Declined
70515,2025-02-09,132.0,,1,0,0,,1,9548.0,2025-02-13,Ordered and Fulfilled
70611,2025-02-09,136.0,,1,0,1,141.0,0,,,Unavailable
70840,2025-02-09,147.0,,1,0,0,,0,,,Unavailable
70866,2025-02-09,153.0,,1,0,1,152.0,0,,,Customer Declined
70941,2025-02-09,,Dermatological,1,0,0,,0,,,Customer Declined
71284,2025-02-09,134.0,,2,1,0,,0,,2025-02-09,Sold
70013,2025-02-10,102.0,,1,0,1,103.0,1,9337.0,2025-02-20,Ordered and Fulfilled
70084,2025-02-10,,Antimalarial,1,0,1,102.0,0,,,Alternative Accepted
70231,2025-02-10,,Antibiotic,1,0,0,,0,,,Unavailable
70686,2025-02-10,137.0,,1,0,1,135.0,0,,,Alternative Accepted
70867,2025-02-10,153.0,,1,0,1,151.0,0,,,Alternative Accepted
71220,2025-02-10,168.0,,2,1,0,,0,,2025-02-10,Sold
71259,2025-02-10,131.0,,2,1,0,,0,,2025-02-10,Sold
71287,2025-02-10,112.0,,2,1,0,,0,,2025-02-10,Sold
70232,2025-02-11,115.0,,1,0,1,113.0,0,,,Alternative Accepted
70360,2025-02-11,121.0,,2,0,1,122.0,0,,,Unavailable
70422,2025-02-11,124.0,,1,0,0,,0,,,Customer Declined
70612,2025-02-11,136.0,,2,0,1,135.0,0,,,Alternative Accepted
70770,2025-02-11,144.0,,2,0,0,,1,9669.0,2025-02-16,Ordered and Fulfilled
70998,2025-02-11,162.0,,2,0,1,161.0,1,9759.0,2025-02-14,Ordered and Fulfilled
70233,2025-02-12,115.0,,1,0,1,112.0,1,9426.0,2025-02-15,Ordered and Fulfilled
70516,2025-02-12,,Cough & Cold,1,0,1,128.0,0,,,Alternative Accepted
70613,2025-02-12,136.0,,2,0,0,,0,,,Customer Declined
70687,2025-02-12,137.0,,2,0,1,139.0,0,,,Alternative Accepted
70942,2025-02-12,154.0,,1,0,1,152.0,1,9734.0,2025-02-14,Ordered and Fulfilled
70771,2025-02-13,,Vitamins & Supplements,2,0,0,,0,,,Customer Declined
71127,2025-02-13,166.0,,1,1,0,,0,,2025-02-13,Sold
70234,2025-02-14,115.0,,1,0,1,114.0,0,,,Alternative Accepted
70303,2025-02-14,120.0,,2,0,1,114.0,1,9458.0,,Other
70423,2025-02-14,124.0,,1,0,1,123.0,0,,,Unavailable
70943,2025-02-14,154.0,,1,0,1,157.0,0,,,Customer Declined
71025,2025-02-14,139.0,,1,1,0,,0,,2025-02-14,Sold
71182,2025-02-14,126.0,,1,1,0,,0,,2025-02-14,Sold
70085,2025-02-15,103.0,,2,0,0,,0,,,Customer Declined
70304,2025-02-15,120.0,,1,0,0,,0,,,Unavailable
70361,2025-02-15,,Antihistamine,2,0,1,122.0,1,9478.0,2025-02-20,Ordered and Fulfilled
70517,2025-02-15,132.0,,2,0,0,,1,9549.0,2025-02-19,Ordered and Fulfilled
70868,2025-02-15,153.0,,2,0,1,156.0,0,,,Customer Declined
71261,2025-02-15,164.0,,2,1,0,,0,,2025-02-15,Sold
71279,2025-02-15,134.0,,2,1,0,,0,,2025-02-15,Sold
70086,2025-02-16,103.0,,2,0,1,102.0,1,9367.0,2025-02-20,Ordered and Fulfilled
70772,2025-02-16,144.0,,1,0,1,149.0,1,9670.0,2025-02-21,Ordered and Fulfilled
71124,2025-02-16,160.0,,1,1,0,,0,,2025-02-16,Sold
71137,2025-02-16,112.0,,2,1,0,,0,,2025-02-16,Sold
71299,2025-02-16,160.0,,2,1,0,,0,,2025-02-16,Sold
70305,2025-02-17,120.0,,2,0,1,119.0,0,,,Alternative Accepted
70424,2025-02-17,124.0,,2,0,1,125.0,1,9508.0,2025-02-20,Ordered and Fulfilled
70688,2025-02-17,137.0,,2,0,0,,1,9630.0,2025-02-21,Ordered and Fulfilled
70773,2025-02-17,144.0,,1,0,1,143.0,1,9671.0,2025-02-22,Ordered and Fulfilled
71231,2025-02-17,155.0,,1,1,0,,0,,2025-02-17,Sold
70614,2025-02-18,136.0,,2,0,0,,0,,,Unavailable
70774,2025-02-18,144.0,,2,0,0,,0,,,Customer Declined
70087,2025-02-19,103.0,,2,0,1,102.0,1,9368.0,2025-02-26,Ordered and Fulfilled
70425,2025-02-19,,Antihistamine,2,0,1,126.0,1,9509.0,2025-02-22,Ordered and Fulfilled
70615,2025-02-19,,Gastro/Antacid,2,0,0,,1,9594.0,2025-02-25,Ordered and Fulfilled
70689,2025-02-19,,Gastro/Antacid,2,0,1,141.0,0,,,Alternative Accepted
70944,2025-02-19,,Dermatological,2,0,1,151.0,1,9735.0,2025-02-26,Ordered and Fulfilled
71104,2025-02-19,143.0,,2,1,0,,0,,2025-02-19,Sold
71239,2025-02-19,123.0,,2,1,0,,0,,2025-02-19,Sold
71295,2025-02-19,114.0,,2,1,0,,0,,2025-02-19,Sold
70014,2025-02-20,102.0,,2,0,0,,1,9338.0,2025-02-25,Ordered and Fulfilled
70362,2025-02-20,121.0,,1,0,1,126.0,1,9479.0,2025-02-25,Ordered and Fulfilled
70616,2025-02-20,136.0,,1,0,1,135.0,0,,,Alternative Accepted
70945,2025-02-20,154.0,,2,0,0,,0,,,Unavailable
70088,2025-02-21,,Antimalarial,1,0,1,101.0,1,9369.0,2025-02-25,Ordered and Fulfilled
70690,2025-02-21,137.0,,1,0,0,,1,9631.0,2025-02-25,Ordered and Fulfilled
71064,2025-02-21,135.0,,2,1,0,,0,,2025-02-21,Sold
70363,2025-02-22,121.0,,1,0,1,122.0,0,,,Alternative Accepted
70617,2025-02-22,136.0,,1,0,1,138.0,0,,,Unavailable
70946,2025-02-22,154.0,,2,0,1,152.0,1,9736.0,2025-02-24,Ordered and Fulfilled
71073,2025-02-22,152.0,,2,1,0,,0,,2025-02-22,Sold
70235,2025-02-23,115.0,,1,0,1,119.0,0,,,Unavailable
70468,2025-02-23,128.0,,2,0,0,,0,,,Customer Declined
70518,2025-02-23,132.0,,2,0,1,131.0,0,,,Alternative Accepted
70618,2025-02-23,136.0,,2,0,1,140.0,1,9595.0,2025-02-27,Ordered and Fulfilled
70869,2025-02-23,153.0,,2,0,0,,1,9704.0,2025-02-26,Ordered and Fulfilled
70089,2025-02-24,103.0,,1,0,1,101.0,0,,,Alternative Accepted
70364,2025-02-24,121.0,,2,0,1,125.0,1,9480.0,2025-03-01,Ordered and Fulfilled
70426,2025-02-24,124.0,,2,0,1,121.0,0,,,Unavailable
70775,2025-02-24,144.0,,1,0,0,,0,,,Unavailable
70947,2025-02-24,154.0,,2,0,1,152.0,0,,,Alternative Accepted
71185,2025-02-24,117.0,,1,1,0,,0,,2025-02-24,Sold
70015,2025-02-25,102.0,,2,0,0,,1,9339.0,2025-03-02,Ordered and Fulfilled
70183,2025-02-25,113.0,,2,0,0,,1,9410.0,2025-02-28,Ordered and Fulfilled
70365,2025-02-25,121.0,,1,0,1,122.0,1,9481.0,2025-03-02,Ordered and Fulfilled
70184,2025-02-26,,Antibiotic,1,0,1,120.0,0,,,Unavailable
70366,2025-02-26,121.0,,1,0,0,,0,,,Unavailable
70427,2025-02-26,124.0,,1,0,1,123.0,0,,,Unavailable
70619,2025-02-27,136.0,,2,0,1,138.0,0,,,Unavailable
71023,2025-02-27,155.0,,1,1,0,,0,,2025-02-27,Sold
70306,2025-03-01,120.0,,1,0,0,,0,,,Unavailable
70367,2025-03-01,121.0,,1,0,0,,1,9482.0,2025-03-06,Ordered and Fulfilled
71090,2025-03-01,129.0,,2,1,0,,0,,2025-03-01,Sold
70090,2025-03-02,103.0,,2,0,0,,0,,,Customer Declined
70691,2025-03-02,137.0,,1,0,0,,1,9632.0,2025-03-06,Ordered and Fulfilled
70948,2025-03-02,154.0,,1,0,1,152.0,0,,,Alternative Accepted
70091,2025-03-03,103.0,,1,0,1,102.0,1,9370.0,2025-03-07,Ordered and Fulfilled
70185,2025-03-03,113.0,,1,0,1,116.0,1,9411.0,2025-03-06,Ordered and Fulfilled
70236,2025-03-03,115.0,,1,0,1,114.0,1,9427.0,2025-03-10,Ordered and Fulfilled
70776,2025-03-03,144.0,,1,0,1,147.0,0,,,Alternative Accepted
70870,2025-03-03,153.0,,1,0,1,154.0,0,,,Alternative Accepted
70949,2025-03-03,,Dermatological,2,0,1,151.0,1,9737.0,2025-03-05,Ordered and Fulfilled
70999,2025-03-03,162.0,,2,0,1,160.0,1,9760.0,2025-03-06,Ordered and Fulfilled
70092,2025-03-04,103.0,,2,0,0,,1,9371.0,2025-03-08,Ordered and Fulfilled
70428,2025-03-04,,Antihistamine,1,0,0,,1,9510.0,2025-03-07,Ordered and Fulfilled
70620,2025-03-04,,Gastro/Antacid,1,0,1,140.0,0,,,Alternative Accepted
70777,2025-03-04,144.0,,1,0,0,,0,,,Customer Declined
70871,2025-03-04,153.0,,2,0,1,156.0,0,,,Unavailable
70093,2025-03-05,,Antimalarial,2,0,1,102.0,0,,,Alternative Accepted
70519,2025-03-05,132.0,,1,0,1,128.0,0,,,Unavailable
70778,2025-03-05,144.0,,1,0,1,142.0,0,,,Alternative Accepted
71000,2025-03-05,162.0,,1,0,0,,1,9761.0,2025-03-08,Ordered and Fulfilled
71134,2025-03-05,165.0,,1,1,0,,0,,2025-03-05,Sold
71292,2025-03-05,109.0,,1,1,0,,0,,2025-03-05,Sold
70016,2025-03-06,102.0,,2,0,0,,0,,,Unavailable
70368,2025-03-06,121.0,,1,0,1,124.0,0,,,Unavailable
70578,2025-03-06,133.0,,1,0,0,,0,,,Unavailable
70621,2025-03-06,,Gastro/Antacid,1,0,1,139.0,1,9596.0,2025-03-10,Ordered and Fulfilled
70692,2025-03-06,137.0,,1,0,1,138.0,1,9633.0,2025-03-10,Ordered and Fulfilled
71001,2025-03-06,162.0,,2,0,0,,1,9762.0,2025-03-09,Ordered and Fulfilled
71280,2025-03-06,167.0,,1,1,0,,0,,2025-03-06,Sold
70307,2025-03-07,120.0,,2,0,1,117.0,0,,,Alternative Accepted
70429,2025-03-07,124.0,,1,0,1,121.0,1,9511.0,2025-03-10,Ordered and Fulfilled
70520,2025-03-07,132.0,,2,0,1,131.0,0,,,Customer Declined
71102,2025-03-07,149.0,,1,1,0,,0,,2025-03-07,Sold
71245,2025-03-07,155.0,,2,1,0,,0,,2025-03-07,Sold
70237,2025-03-08,115.0,,1,0,0,,0,,,Unavailable
70369,2025-03-08,121.0,,2,0,0,,1,9483.0,2025-03-13,Ordered and Fulfilled
70693,2025-03-08,137.0,,2,0,0,,0,,,Customer Declined
70872,2025-03-08,153.0,,2,0,1,152.0,0,,,Alternative Accepted
70950,2025-03-08,154.0,,2,0,1,153.0,0,,,Alternative Accepted
70094,2025-03-09,103.0,,1,0,1,102.0,0,,,Unavailable
70521,2025-03-09,132.0,,1,0,1,133.0,0,,,Alternative Accepted
70951,2025-03-09,,Dermatological,1,0,0,,0,,,Unavailable
71184,2025-03-09,142.0,,1,1,0,,0,,2025-03-09,Sold
71230,2025-03-09,170.0,,1,1,0,,0,,2025-03-09,Sold
70238,2025-03-10,115.0,,1,0,1,116.0,0,,,Customer Declined
70952,2025-03-10,154.0,,2,0,1,153.0,0,,,Alternative Accepted
71256,2025-03-10,164.0,,2,1,0,,0,,2025-03-10,Sold
70095,2025-03-11,103.0,,1,0,0,,1,9372.0,2025-03-15,Ordered and Fulfilled
70308,2025-03-11,120.0,,2,0,1,119.0,1,9459.0,2025-03-14,Ordered and Fulfilled
70430,2025-03-11,124.0,,2,0,1,125.0,0,,,Alternative Accepted
70522,2025-03-11,132.0,,1,0,1,128.0,1,9550.0,,Other
70622,2025-03-11,136.0,,2,0,0,,0,,,Unavailable
70694,2025-03-11,137.0,,1,0,1,141.0,0,,,Unavailable
70779,2025-03-11,144.0,,2,0,1,149.0,1,9672.0,2025-03-16,Ordered and Fulfilled
70096,2025-03-12,103.0,,1,0,1,102.0,0,,,Customer Declined
70579,2025-03-12,133.0,,2,0,1,127.0,1,9580.0,,Other
